"id","geom","shape_leng","shape_area","adm3_es","adm3_pcode","adm3_ref","adm3alt1es","adm3alt2es","adm2_es","adm2_pcode","adm1_es","adm1_pcode","adm0_es","adm0_pcode","date","validon","validto","point_x","point_y"
63,"0101000020E6100000F4FE9A4D5E9F54C08039CD3FD5C42040","0.538384580662","0.00577173590619","San Pablo Nuevo","PA020609","San Pablo Nuevo",NULL,NULL,"David","PA0206","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.49013080726928","8.384439462472756"
64,"0101000020E610000030AAFFDC139F54C0C058D0801CEB2040","0.330422363134","0.00525101229685","San Pablo Viejo","PA020610","San Pablo Viejo",NULL,NULL,"David","PA0206","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.48558735816255","8.459201836998886"
65,"0101000020E61000009CD2FFA71F9D54C0004F00A76F292140","0.605021288209","0.00561832146678","Dolega","PA020701",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.45505714399991","8.580929964816733"
66,"0101000020E6100000484200A8D69754C0006AFEE073052140","0.298203418604","0.00194732380315","Dos Ríos","PA020702","Dos Rios",NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.37247657799992","8.510649710709004"
67,"0101000020E610000018351719589A54C0A0F2F35BFE0D2140","0.181155430126","0.00128336781967","Los Anastacios","PA020703","Los Anastacios",NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.41162707582805","8.527331231621531"
68,"0101000020E6100000107A367EE69D54C0409DE6CCB5462140","0.282275061773","0.00315249342877","Potrerillos Abajo","PA020704","Potrerillos Abajo",NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.46719317741395","8.638105776930956"
69,"0101000020E6100000E08108CFA19F54C0C034BBCB566C2140","0.329289034542","0.00470647442577","Potrerillos","PA020705",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.49425102072519","8.711599699594785"
70,"0101000020E610000050CF025F60A154C0E081889C325C2140","0.460365088142","0.00404839228201","Rovira","PA020706",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.52150702738186","8.680073634780399"
71,"0101000020E610000098A804153E9E54C0C0F2C629CB212140","0.303928783008","0.00272271902753","Tinajas","PA020707",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.47253919081629","8.566003137145685"
72,"0101000020E6100000B0CD615C628F54C00060B56A2E262140","0.700958381514","0.0180413913427","Gualaca","PA020801",NULL,NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.24037847090835","8.57457288230944"
